序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
3140	期刊	荧光法测定水中叶绿素a的影响因素分析	巩元帅	水资源开发与管理	2020-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliX1pempl6_PIimlAPupErq9_pKgYziaPDDW4-6X7CqsRYRi-ZpVeVpfJ84Fo58t2DkMeBCcxG5-LvVdjpRAITb88YwuKqfBG4X1x9lbaiMDntR9d6xy0V769tnqKDiOK0mmGsITCfYLWR1plM2j_V7S_d2XjYIgsq-vnOcHZNZctlYtLR8Eq2Dl&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYrKkhFTpMwW-wHYSUFbB8Hkt8tiGlDT06wx_bvJ5oeZ5RBAltEAYZjbNTsC28Am3fmvy0eua2r_hynaJlq7bKCZTz9QWVRq-Y=&uniplatform=NZKPT	巩元帅、宋静静、古小超				
3141	期刊	铁生物地球化学循环：三极雪冰研究进展	杜志恒	自然杂志	2020-10-23	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWnVrso3Ek6uRnc42AV2HOQFpbn7pKS6t_q-G6SpuIz5lOXr_d84Tp0fH9aNuVRr6FyOeG09I3gUTzl291VB22skv0SnQG78ll_6JnLg0anEgniAewPJgQ16NKGi7OjkPobH52MCv7ch47z2TBwA7FGkTYNnZOkhilth76JGjVG4zfPkqZzIxVm&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ8_-YL-7wZ1z6ARyvh5liVB41aFCG9E1YB2BAx86HP_mT0zAqVq-DUdwHm7oE73c9JlC2dTO_MwMHLOW7uZyuBdwDp0ufnKNg=&uniplatform=NZKPT	杜志恒、效存德、张震				
3142	期刊	基于MODIS数据的太湖浮游植物物候变化及其对水表温度的响应	洪恬林	地球信息科学学报	2020-10-22	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWnVrso3Ek6uRnc42AV2HOQFpbn7pKS6t-m_KSH38PIiObX-vJEDLurgexvn9tgdsUKZHVYk0vUaiWygJhvdYSpwWuWeq_wLbIvb8awUz2HtLYIs78UMEA5aos8xW9qyoBew6oqCpb8YEReMd6KTcfDc8LuN4Wr7qoIvLnseXjKalAg0Ry3HytS&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ8_-YL-7wZ1z6ARyvh5liVB41aFCG9E1YB2BAx86HP_mT0zAqVq-DU12uyYTUtCg_mP2eCUH5QPeVT2RoBKQ7lzMIAFQZvBaM=&uniplatform=NZKPT	洪恬林、李云梅、吕恒、孟斌、毕顺、周玲				
3143	期刊	棘洪滩水库2003-2018年浮游植物群落结构变化研究	赵立宾	中国农村水利水电	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliX6aA3YpMLxdvxqF9azVIkvQB8lm02878KKTzcuiY_r0gySVaHS0qPUW0f7I8qwoY735brk_Q3nrtMy8O4_22mdCUcW9XXsA3q2bdbaOogGLi2McfsCfxdU3pKHV_K5-VwZMy6xg1siaPtdVJx0pUozuxSwyh7y5UuLgfgSQXSLJdNcBK-LwhuE&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaeZsJPjIJQ27yZwFX66xir4xtyha5ijiBivWnoZ-1I6HT4EU05NrfYActtZfLdut1NXslcRKi2SfLkiMT_cS_Q3LLYCNHf-1o=&uniplatform=NZKPT	赵立宾、万年新、魏松、刘旭堂、宫立强、张烨、刘国祥、朱欢				
3144	期刊	云南中部和南部湖泊夏季浮游植物空间分布及其影响因子	张涛	生态学杂志	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVrmj_xA9ABavyhbvlwZet4YhZJKAVqwV7LwhiCDi5UxTSgy-6KkmX7ZgsmOcI25foBENpKQTWo2pT9Fgq5rnPVee3qBax1EY05IOSuM6X86O34Eh4VpacMMiJBYO-j6TCMXIDaWBkRwLfhU3HMRXDZrhqHFncY60kufL9R5tYvtIfF_oZ6wZ9O&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYL4MBIfOOJWF165_XCVJQi44zg1DNMMHPLUbZRi4bgPVK6N1wHzCbfY5nZsX39obFf4l-WXq3cwwARDpAbcZ2wAqjl0Fj_wEI=&uniplatform=NZKPT	张涛、陈丽、刘晓曦、尚丽、刘园园、王纯波、赵帅营、陈光杰				
3145	期刊	2018年春秋季海南后水湾浮游植物群落结构特征及其与环境因子的关系	陈丹丹	海洋湖沼通报	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVrmj_xA9ABavyhbvlwZet4YhZJKAVqwV4BOn0TfegeoJZtkkrBcN4D6nmsT_asCANn43uDUn9t9kozvvFZKDbFFdspc2BqC2MFcZOY4wPLz108KafEbRqDus4ULoVddxGhtqoKHMOYJXKKzAMX-sRCVdBulMFCm1zObVmhKlkKPtPrR3sIVPrK&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYL4MBIfOOJWF165_XCVJQi44zg1DNMMHPLUbZRi4bgPVK6N1wHzCbfiO3QhKgCoKmP-UfQmGNNwTR3mXbJRwGZs2QNwwK1SqU=&uniplatform=NZKPT	陈丹丹、庞巧珠、陈晓慧、孙婆援、涂志刚				
3146	期刊	2015年春、夏季江苏近岸海域网采浮游植物群落变化	朱旭宇	海洋湖沼通报	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliX8zLeOnPvoSGyjM9FCVcqZz2amcOYy_-CYQ3I5RYBDt-HTGvEaaU9MUULFHJOFaFZFfZncF6H8yqerum1fgI3utpAVkfnV5qMy7r8XTGDxxMYBKd5KfbqlYP0nG2FfW4WcosmuSErCIWsumnAFs9BvTsu1sA4J3qUxXjpRPCMuT03TpaWUBZl_&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYoOm5MwqlaTwgZqxpD-NAIUKpf58QH6om4pxTLU5xULbIxarRI3LOfc8PRVxRFnwPsBCK7008Z0J0MNG7F5QdvWLqoxGS25KM=&uniplatform=NZKPT	朱旭宇、许海华、丁言者、葛跃浩、陈沛沛、张旭、杨华				
3147	期刊	2018年秋季大沽河浮游生物群落特征及其与水环境因子的关系	吴慧双	海洋湖沼通报	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliX8zLeOnPvoSGyjM9FCVcqZz2amcOYy_-CYQ3I5RYBDt-HTGvEaaU9MdqikUc4X3cO9Jy93fZy_Qv_V0f7dywgupGZ5cPnjmHBTv22Sf6DGnFeCyq4Qv4Xr5YhlioKeppYXcs5CHahE3RTKkaUial6VL9G0sZN7zu8krdRadhgWxnGUZMRffrH1&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYoOm5MwqlaTwgZqxpD-NAIUKpf58QH6om4pxTLU5xULbIxarRI3LOfc8PRVxRFnwPsBCK7008Z0J0MNG7F5QdvWLqoxGS25KM=&uniplatform=NZKPT	吴慧双、胡泓、李正炎、陈刚、赵怀宝				
3148	期刊	沉积记录中脂类生物标志物对琼东上升流强度的指示及其影响因素初探	王鑫	海洋学报	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWgOVrlQl9RrR1g9BTisltC6YCJmgGxYORh25o-roxOw4mAVr2QgwsL6uel2b9iEyWp_o73Kh-2zSBNYGjH2wqpcLN1KBz7LNF8vlITMT1dfdIp6dyHhsGcJGTgh2p5hLMnJhdZCPGgKucJvUljF9k-91H_oR0-2jGFs2E_7t1l--1LiLlhrWaW&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZM7KcajiudpuMc6k1QPe0NTReVQJK0OuDEuwVAhrLrGlCMnA88kJYYBvAIFHRGfIDtw7xM73H5s8AAy9cEFHBnSbry2BIGZng=&uniplatform=NZKPT	王鑫、吴莹、曹梦莉、齐丽君、张经				
3149	期刊	西太平洋秋季130°E断面有色溶解有机物的分布特征及光降解行为研究	刘可	海洋学报	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWsl9dpa6HaJ_Jw2au1JYFuU0rPcojuJCltehhZSRDiBgLFeExWFkNDzMdG75CbypA3fBGWx5cKJ8QUYcjwBi-WyjUmf6qCSOU8VPIHL6-9wqGm3oOUCYgciheJFwHf7GKYfi-5Ks5TDUbxxihuzqYYgQwQnt0NequSc5_b3wJ2HOZ17cTQT5V3&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehY_6f2bXtmkaakrS5oiCN2Y22DGoeFDz9kPQNCTq6ISn1Fh8fVpy5BTALFPBbOluawZytXPfTYN9KhqGnr0NVmQAky0xvWcR1I=&uniplatform=NZKPT	刘可、杨琳、杨桂朋、张婧				
3150	期刊	南海北部神狐海域营养盐浓度与结构的分布特征及影响因素	杨建斌	海洋学报	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVWuBQTkW64quavGjgkuEf1HhDvh3mOSvyfQPBbnp_guCQN7Cp-8nYZiuUT1CinJAE0alAdhGE0LgE1fBXSlNAA7W1wVjB0ZimIekel7qUklKtXelWg7WqTNEmCQDrM0xnyK0-R9Z6kbpbxsLpyy9r--5l0jHrSUXE_lh9eLinsUsdLmvI_yhZ3&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZA6WyuXotPYbhjGcfqj_lmcrlKlpijFCM6ESV7s5safMheGGW2RyRMmTzDi_uYM7jqehU0aY3iOrlESN0lcP58I21QQZtehhM=&uniplatform=NZKPT	杨建斌、姚鹏、张晓华				
3151	期刊	秦皇岛外海夏季溶解氧与pH的变化特征分析	赵紫涵	海洋学报	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVWuBQTkW64quavGjgkuEf1HhDvh3mOSvyfQPBbnp_guCQN7Cp-8nYZrAPuFm-8IH0G02FraDGwjQFHG8-iATkLc40VGS6c5I_WubkjcHjVhbcWEL1B9CJpoJRLIvghLMikbthRpTNUMM49xlgDUvSCR_fLtsNFGq6DsKLw_T-UIyWYtv_bCIul&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZA6WyuXotPYbhjGcfqj_lmcrlKlpijFCM6ESV7s5safMheGGW2RyRMmTzDi_uYM7jqehU0aY3iOrlESN0lcP58I21QQZtehhM=&uniplatform=NZKPT	赵紫涵、宋贵生、赵亮				
3152	期刊	地表水中叶绿素a的提取方法探讨	郭永斌	云南化工	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXVf-7u7dyYAXOSVEjXWFwM-7t3EcP6dGfNkaXFJkI0Lz1nbEK0G1_vMx7kWg9gZiYAzSgmDs6zIYnKSFr41dNYAXPBiJrt6CVqnyW-wzNIDeDwXn-czvMEHMmOhVj0qOHKbio9WtJOhLWei5fKKidy5dnH9eADSvWV3zsnNilhpdoRq-_uutW_&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZa-TYInNqDGFisVW8vaOzzvXZ9IOgW4kQzic6U0DVEIhc2uJJu02p4HBduMUPIbllOr7hpxgbt1YScQqL3gNuzSrDAIz7rItQ=&uniplatform=NZKPT	郭永斌、雷赛芬				
3153	期刊	湛江钢铁钢渣混凝土在海水中的溶出行为与特征	容宇媚	广东化工	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXb7Oy8m-gZy0Bes6Bt9WJCmSymFF32N-s1X_3Gjk0pzb5tNF2Hb-EtAq5seDi60CgDfKGzBrM8MEoDu-vGRiwIH3BEqLp0p9rsrz7iu7JcQctn7FUJOPRwfPJLc6y5Xjqf81hXJHxIcd2suIrR6kg7nlUEjXYpU-588LPSatFVKF_Rkirhem6p&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZRwKBYZGPbWWY32k-7gHEEd-rqWbQOlifwETLunmnGno_Z2q6mH50yDl5oAJGarK9FEHCVptGHehaqzjqRW609EnOsTOkWCmQ=&uniplatform=NZKPT	容宇媚、张际标、梁可安、肖永贤、陈春亮、王学锋				
3154	期刊	寒旱区湖泊冰封过程水环境分析	金业	东北水利水电	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXb7Oy8m-gZy0Bes6Bt9WJCmSymFF32N-sG9VQcKoNE0ATyg4X_D7hvjK_gpi6KUijbFPB56fOxSvLkf43AEqPL8RNHiDaKwWt6eZSplquk8KlRhb5NmJoXyk5oYR8N0nNyIfcnXoArMGosQXfRJzOeMC7d9YYeeH64tbfmJA5Dis9wi_wLaqSf&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZRwKBYZGPbWWY32k-7gHEEd-rqWbQOlifwETLunmnGno_Z2q6mH50yw1m_F4iyl2grh-ypj-LT_jTxYVo_quDbKID25jWi_Sg=&uniplatform=NZKPT	金业、于瑞宏、李美霞				
3155	期刊	冻融期连环湖大银鱼稳产水域中的浮游生物群落特征	李喆	湿地科学	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXOyCYzV1vnUjXaZPL9nMzeKvHiiLDzM5-fvSqzl7c-de1G2hX6cCSqr6lwRYNpxxzimyDINPljoM1FufSDqPNL3-tFzKAAE7-hHnj2QUmyj7bfuym56YDDnf9fS0SVL8W_FXGjixV5w7LkNH2S-pKDCpmQAhVMIU4jAbD9XEIFGA7tJWif0nqF&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaLkP21MWkvkxbiu5djvSwpqz7RPDbfhLiOK1EGKSPiElwAhsARPhL7cPh3IRyVo0W-_EvdWB0fYRfDAo_MaE-uOGlORSliNg0=&uniplatform=NZKPT	李喆、孟玲欣、唐富江				
3156	期刊	海洋酸化对浮游植物生理生态影响的研究进展	赵玉颖	海洋科学	2020-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWFgjH51M16f92M-pC7g1X89isP4is6BbuR88JM0RPXXQNVcLm_YT7I_xcqFNWJN8CIOWKFaMhdmzTWCOSjJoPSGx1Vrr7rEzDrW5rCZsNh9GD-gJybOhaYe5YAhrwqNY9oeCltmV29s2DSIfaejMVF52A9dsB8lozgiCSksdV1ebKKM9IR0a-s&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaeJVnSjFV56GHh3y8zjXYGpQNKu0TvkXUrH1234gsYU_FV4PJ4OvPcvhAOQPG8I-MOIcLtZBV9SvV3mRM03nCpvEh-L-V1xXg=&uniplatform=NZKPT	赵玉颖、孙军、魏玉秋				
3157	期刊	烟台四十里湾扇贝养殖区水质评价及对浮游植物的影响	于潇	水产学杂志	2020-10-13	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWFgjH51M16f92M-pC7g1X89isP4is6Bbvbe_IBc6AWjEIfW7IRNDnP0SC4yr7A0N6an5wsNrD-rPq0uXFJZWcOuZzqs7XHXdH0v-Wq2sGC0bYIV1j7rRh1r7M-GFz4GDFcN-NllCH-Kl-bfPDTORLItLyiMVUM_CKaoYui3IoMBKr515dsjYh_&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaeJVnSjFV56GHh3y8zjXYGpQNKu0TvkXUrH1234gsYU_FV4PJ4OvPc1GgUirrzFAyNtRvaf8kC8-Lc6g5E7kyacHPEVszokMM=&uniplatform=NZKPT	于潇、李希磊、杨俊丽、崔龙波				
3158	期刊	水生生物学课程教学改革探析	罗旭光	现代农业科技	2020-10-13	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliV4_43PwUICHa2UBzfZN8VRnky5atrV9KFxhGnf7EZ3Rjn8FqNDAyQHN1hQ44o6OxYK35bB-knNeHG25NTBRa7Kf28aVT1tnChfrjXXrKA_uhZIrRDrc52ronvbm-9h9nNv8qHCHW5cYWMDoX13qKhpzBIfEkMzy5v_jYV4dsobOeggO6IqgFwG&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaQmmN2hdPbDn_2JI1s-fJLcDv4jZogYJ9Jpyr9CGUiL6mvP6o9qmWJzaEhLXu7X4ggEXbtQts6bLdIOiiIiHGYLKFypg5y5oA=&uniplatform=NZKPT	罗旭光、乌兰、杨艳平				
3159	期刊	水资源承载力框架下的水温变异现状及生态效应研究	王建华	中国水利	2020-10-12	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUEpKk5rhytpCAU-Pi3Z-LboNlAPSCZ5axr9RnxsyNNv_sIaWFoj3mlQkeWk5vFH9OL2Iku5SfsAUxYKltWVhTiRJqZEvt5QXPFvebW8fJM2tx8LrLaS6JdgcTWpnmoKccSfO9bFahnVq7kCJj_ZTPL2yCBKXNpCPVW0j6tU8XNvubXfIvQ8O5B&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZfTM1oRTeDIG6_pcKtSUw66ZIAcQ8tiEkY0feCHcLhRGuzWOX4jGTsIKZK9tDfEQxBF_VJoGIXFuboM--uWUF01kBOXpn9KH0=&uniplatform=NZKPT	王建华、曾利、何凡、赵懿珺、武佳兴、朱永楠				
3160	期刊	乌梁素海水生生物多样性调查及分析	邓晓红	内蒙古林业	2020-10-11	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUEpKk5rhytpCAU-Pi3Z-LboNlAPSCZ5ayXfFKO8syMHX2EbECzKdXag8N_L0elEuT2A0Bm4ktmg6GGa-1P2yxZzHw8CpekTZbelH36sHjIR-pou7Du8xD3FFuOq39bSf5ClWhFt--E6ZOMN52xqUIi_hDjS8XeTUTL0Odh0bvUz2dHtb0fURtv&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZfTM1oRTeDIG6_pcKtSUw66ZIAcQ8tiEkY0feCHcLhRGuzWOX4jGTsZHf_kgnqB-dabkq2IprKS1K9SQ_kyQILyOoeH_w3UFI=&uniplatform=NZKPT	邓晓红、张巧丽、刘文强、靳燕龙、倪俊艳、王磊、苗凤英				
3161	期刊	浙江省闲林水库的富营养化状况评价与防治对策	储忝江	浙江农业科学	2020-10-11	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXQnrD2L5a2xAsc083bMGbvJ3uSY6YlpApCd1JWjVmtKXdH5B0_n3vVkCG6t0pIjQfpACpVMfltPAlUmO_MTfinuH-Fxcu198q4_1QB3UXSnR53ZCx0prLDw48AEUkCryrN7-PqQjWgxc06Mcu9xCdUH9H6npxNAtCFzw9o5JUmr3KsKjG9wni0&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaoyBbYypsQVJMUUX5oqVTg2Y7C3VhPNLH5VlTBGi_8WffTb84NT4YebKpLe8OgUfK2Oif_n5Kdhaeoi3QmOHkkG88MjMBTdZA=&uniplatform=NZKPT	储忝江、杨宁、郭炜、戴杨鑫				
3162	期刊	台州沿海海域浮游动植物调查研究	李子孟	山东化工	2020-10-08	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXQnrD2L5a2xAsc083bMGbvJ3uSY6YlpAqa3PsggfUrsYdGgkLuCJ1bS6fW7gzZaznrICUvAUE_nGKkF8VciaXdmWqFbHffeFEDz5nvREwgdU5ju57AmskSVy_LmYLdorXnw7WnNdHhKOAhl_UIRGepWZtyWH04mdUvVajx7JTDx-B-hnx-7wqx&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaoyBbYypsQVJMUUX5oqVTg2Y7C3VhPNLH5VlTBGi_8WffTb84NT4YeyGQgE08amh33Rv_R8C-oFs35Msvd1icJlTmfK2O7Y3w=&uniplatform=NZKPT	李子孟、王姮、张玉荣				
3163	期刊	邛海湿地冬季初级生产力的研究	李小艳	江苏农业科学	2020-10-05	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVSiK4peqGrcCHej5b2l_d6EsZIcb-_K6NGE27Iu0nI20jv2K_6zIsXJrJuLsZFJP8C-w7nSeIcnOYAd-yLInwxPaaCoHwu2xoMz7d5xSp1DSAY5xzYL8tcXx_oQcTPwjnJURC7eqv_rOtR5NmiwHZrxc4ra4G1XWTpgspl1NF0lWwpUNfWkdeC&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb2Tk65GCVqzoPnBAswRTih9_8wyWvRezMq-OvodQrCswHMVdM5IeTJfmpwmTu2AXxCegy3p6D_9H35lCrqwWmKCK7nKeKTZdk=&uniplatform=NZKPT	李小艳、王鹏飞、杨军、杨红、亓东明				
3164	期刊	抚仙湖入湖河流氮磷的时空分布特征	杨鑫鑫	天津师范大学学报(自然科学版)	2020-09-30	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVSiK4peqGrcCHej5b2l_d6EsZIcb-_K6PQ-x3vwlwubribn0WxAlAvUumJjfqn58NFtNX7AsnY8G5XV-uIn2iK3M5WML0jdKT9IW00zO2CKpOzZTs3ykIDP8jOmgWanQb06GfPNzRJ7oYkmpp5r7tnFf3a5oMTNqR05Zc7-laE1ON-H8P2_KG_&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb2Tk65GCVqzoPnBAswRTih9_8wyWvRezMq-OvodQrCswHMVdM5IeTJNJAsS2h3HqJh1u7p3g2ywD9BaV5udQ4M8igdgWiq4mg=&uniplatform=NZKPT	杨鑫鑫、朱兆洲、张晶、李硕				
3165	期刊	强降雨对水源水库夏季蓝藻水华的影响	邱晓鹏	西安理工大学学报	2020-09-29 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliV6wGLfZFjn_je3QK_K1Pc7qauEv4JA6-HjOER6N4kPkl8KPK2hbM5v0MoHaP7bI2MdZ_8yNoOLji-O4LJrO0EysALP2xmsoWyAalEitAkz_OB_QE5HjJ0k6dVoFMTpShz0cE97KjV6HTSdIecI37Rmk3ioSPuMOI_28Lg33lGVriLx6notw83-&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha3LK3L3AVn_h0O6p-uDZoOFXe7vUQ4ttuJ4HOMew_scpPnapDcY1rmcXiMojrm1wuGhBZNICF56WlUCnC9y7AXqR9VJsmyy9U=&uniplatform=NZKPT	邱晓鹏、黄廷林、周石磊、史建超、曹昕、郑兴				
3166	期刊	ISSA PGPR原位生态修复技术在波海湖的应用研究	林雨丝	肇庆学院学报	2020-09-28	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliV6wGLfZFjn_je3QK_K1Pc7qauEv4JA6-HB-BckZrF27XYkN8KuhD8YzEmsZeb1_dfijPzjnk73egb5dpPm-rFcuH-IqHROavBHwppi2LHuLSYQj2xbV_t3NsWSn-iTfQ5pJJ4RfHPCw2euxJ9v9m-pXvNba0Vqhg_s1jFTBOySMFl246tIpgim&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha3LK3L3AVn_h0O6p-uDZoOFXe7vUQ4ttuJ4HOMew_scpPnapDcY1rmNpeRNm_rSB5rHNenz7CnuB66qIidWz-7nI-CN0eWnHc=&uniplatform=NZKPT	林雨丝、陈西彦、王名斌、庄雪琦、吴雯慧、蔡小蓉、郭玉娟				
3167	期刊	嘉陵江重庆段水体富营养化及底泥重金属污染评价	李燕	西南农业学报	2020-09-28	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXagD1MtVns7ZsVL0O1mpY-8dXbhY8XCfBmWcXwEL0HTFXq8rMiLCy0WXobITS61qWitjaTiGhcH7fRbLAJzIkGwpX36vi4EY4PUclhRD6X2FKHCOu9WjJFF17FRfeoF6Hyq9BljLqqrqanaKGn_ggH0-XjGkQEgIDpRzL-4cAXjIASjOKIsnv5&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehatUG7TY7nYkBy8OU_8THCE5otZ-EQQpbK5SZa8AThCwpQJIjlDimnBiZBV-Q-U8VWEBiRC1UOp6PB9XGU1vOOmSVizLWfKnng=&uniplatform=NZKPT	李燕、但言、王恕桥、余凤琴、张闯、沈子伟				
3168	期刊	海南岛海尾湾浮游植物群落结构及水质的调查	李亚军	热带生物学报	2020-09-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXSATMOEmV0tGhQhNK9xnoNPRS6LvPXZgJT0btq5bkJGE3zn8mCoXmG-aLLpA92HZkw_xHKGCoOhJ0crnRvmnPV2B_iTLc2YPLyfrzBszt-7s46SlSsDNH1MNgGUxETG5vAhgzX3qO448i8dvWcCvg8ijo96936qIqx-dyXuSsl929snl13RdHb&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb4bA99xWuVQrk09LkAm4tLE3sF8E9pxaD_6QzvJD44I31slAIo88csqQPxL09s1hCwza09M39m1wIdqnaBdMaQLCGXHpzv_cY=&uniplatform=NZKPT	李亚军、王先明、程贤松、魏盟智、李江月、朱为菊、邓晓东				
3169	期刊	全球变化对海洋生态系统初级生产关键过程的影响	叶幼亭	植物生态学报	2020-09-22 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXSATMOEmV0tGhQhNK9xnoNPRS6LvPXZgIIvzpr7ZKMpnRS3GBIBgN6Qlz3AAN2ARnbk1B5r472obNWMTUW-ZsdMyMZFGceLHdJ0eJUEeLygP1mnHcjaUhXVEt1BkgPDt2Cjvt-0zm7m4-odgMXNIASQnjPyREH13pSKN2b8vk28KAkiVoPT2wn&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb4bA99xWuVQrk09LkAm4tLE3sF8E9pxaD_6QzvJD44I31slAIo88csWoWHjVHsadem7LhEjqzhsV6-Z_iJhOinUQLGKccNv_Q=&uniplatform=NZKPT	叶幼亭、史大林				
3170	期刊	“1种利用餐饮垃圾培育小球藻的方法”获得国家发明专利授权		水产科技情报	2020-09-20	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUk_d965LQruBRG4uStGYSDG157mZ30VVOU7EkzkJ1Ftx-hcoC_RNZsHLVR5zdSEmx3LqDqxHHTGegiW9QpUCipmWL8YZe1kZdO7CitrcQlcxMG365UYa-W1qgrJLc3KiTTjBv5qAN-0KD_4SglfjeK8FvIK9LxiNWX19l_25C_RdGGtOmQ--yq&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehawAv7DOeyh4o4yMZpwPYKRwi8SWkPx3yYWOpqL26bALzTeki8nE6wE6s8mrXlCB1qIcICctVxlTSbGQjGGJJsigApD2fAtj24=&uniplatform=NZKPT					
